id,symbol,name
catx,catx,CATX
catzcoin,catz,CatzCoin
cave,cave,CaveWorld
cbdc,cbdc,CBDC
cca,cca,CCA
ccomp,ccomp,cCOMP
ccop,ccop,cCOP
ccqkl,cc,CCQKL
cctv,cctv,CCTV
cdai,cdai,cDAI
cdao,cdao,cDAO
cedefiai,cdfi,CeDeFiAi
ceden,cdn,CEDEN
celestia,tia,Celestia
cellframe,cell,Cellframe
cellula,cela,CELLULA
celo,celo,Celo
centaur,cntr,Centaur
centcex,cenx,Centcex
centience,cents,Centience
centrality,cennz,CENNZnet
centrifuge,cfg,Centrifuge
ceranos,crs,CERANOS
cerberoge,cerber,CERBEROGE
cerebro,crx,Cerebro
cerebrum,cbm,Cerebrum
certik,ctk,Shentu
cerus,cerus,Cerus
cetcoinsol,cet,CetCoinSOL
cfgi,cfgi,CFGI
cgai,cgai,CGAI
cghs,cghs,cGHS
cgtcoin,cgt,CGTcoin
chabit,cb8,chabit
chad,chad,CHAD
chadai,chadai,CHADAI
chadette,chadette,Chadette
chadgpt,giga,ChadGPT
chady,chady,CHADY
chain4energy,c4e,Chain4Energy
chainback,archive,Chainback
chainbing,cbg,Chainbing
chaincade,chaincade,ChainCade
chainex,cex,ChainEx
chainfactory,factory,ChainFactory
chainflip,flip,Chainflip
chaingpt,cgpt,ChainGPT
chaingpu,cgpu,ChainGPU
chainlabel,label,ChainLabel
chainlink,link,Chainlink
chainnet,cnet,ChainNet
chainpal,cpal,Chainpal
chainport,portx,ChainPort
chainx,pcx,ChainX
chair,chair,chair
chaisavings,chai,CHAISavings
changenow,now,ChangeNOW
changer,cng,Changer
changex,change,Changex
channels,can,Channels
chappie,chap,Chappie
chappyz,chapz,Chappyz
charles,charles,CHARLES
charli3,c3,Charli3
charlie,charlie,Charlie
chatoshi,chatoshi,ChAtoshI
chatxbt,chatfi,ChatXBT
chax,chax,CHAX
checkdot,cdt,CheckDot
checkerchain,checkr,CheckerChain
checoin,checoin,CheCoin
cheeks,cheeks,CHEEKS
cheelee,cheel,Cheelee
cheems,cheems,Cheems
cheepepe,cheepepe,cheepepe
cheersland,cheers,CheersLand
cheeseball,cb,Cheeseball
cheesecakeswap,ccake,CheesecakeSwap
cheesed,cheesed,Cheesed
cheetahcoin,chta,Cheetahcoin
chefdotfun,chef,Chefdotfun
chelon,chelon,CHELON
chengshi,cheng,Chengshi
chengu,chengu,Chengu
cherrypicksai,cherry,cherrypicksAI
chewy,chwy,CHEWY
chewyswap,chewy,Chewyswap
chexbacca,chexbacca,CHEXBACCA
cheyenne,cheyenne,Cheyenne
chia,xch,Chia
chibi,chibi,chibi
chicken,kfc,Chicken
chickencoin,chkn,Chickencoin
chihuahua,hua,Chihuahua
chiitan,chiitan,Chiitan
chikincoin,ckc,ChikinCoin
chili,chili,CHILI
chiliz,chz,Chiliz
chilla,chilla,CHILLA
chillax,chillax,Chillax
chillcapy,chillcapy,chillcapy
chillmas,chillmas,Chillmas
chillwhale,chillwhale,chillwhale
chilly,chilly,Chilly
chimaera,wchi,XAYA
chinau,chinau,Chinau
chinchilla,chilla,ChinCHILLa
chipi,chipi,CHIPI
chippy,chippy,Chippy
chirpley,chrp,Chirpley
chirppad,chpd,ChirpPad
chitan,chitan,Chitan
choccyswap,ccy,ChoccySwap
choctopus,choctopus,Choctopus
chompcoin,chomp,ChompCoin
chonky,chonky,CHONKY
chooserich,rich,ChooseRich
choppy,choppy,Choppy
chow,chow,CHOW
chowie,chowie,CHOWIE
chromaway,chr,Chromia
chronicle,xnl,Chronicle
chronoeffector,chronoeffe,Chronoeffector
chrystal,chrystal,Chrystal
chubbyakita,cakita,ChubbyAkita
chuchu,chuchu,Chuchu
chuck,chuck,Chuck
chucky,chucky,Chucky
chudjak,chud,Chudjak
chunk,chunk,Chunk
chunks,chunks,Chunks
churro,churro,Churro
chwy,chwy,CHWY
cia,cia,CIA
cias,cias,CIAS
cifdaq,cifd,CIFDAQ
cifi,cifi,CIFI
cig,cig,cig
cindicator,cnd,Cindicator
cindrum,cind,Cindrum
circlepacific,circle,CirclePacific
circleswap,cir,CircleSwap
cirus,cirus,Cirus
citadao,knight,CitaDAO
civic,cvc,Civic
civilization,civ,Civilization
claimswap,cla,ClaimSwap
clams,clam,Clams
clancy,clancy,Clancy
clankster,clankster,Clankster
clanktardio,clanktardio,CLANKTARDIO
clashub,clash,Clashub
classzz,czz,ClassZZ
claude,claude,Claude
clay,clay,Clay
clayton,clay,Clayton
clbtc,clbtc,clBTC
cleardao,clh,ClearDAO
clearpool,cpool,Clearpool
clecoin,cle,CLECOIN
cleopatra,cleo,Cleopatra
clevernode,clv,Clevernode
clickme,clickme,Clickme
climate101,gigs,Climate101
clippy,clippy,Clippy
clips,clips,Clips
cliza,cliza,cliza
cloakcoin,cloak,Cloakcoin
closedai,closedai,ClosedAI
cloudai,cloud,CloudAI
cloudbase,cloud,CloudBase
cloudbric,clbk,Cloudbric
cloudgpu,cgpu,CloudGPU
cloudland,clo,Cloudland
cloudyheart,cloudy,cloudyheart
cloutcontracts,ccs,CloutContracts
clownworld,clown,ClownWorld
clp,clp,CLP
clubmoon,clubmoon,ClubMoon
clucoin,clu,CluCoin
clustr,clustr,Clustr
clutch,clutch,Clutch
cmusicai,cms,CmusicAI
cneta,cneta,cNETA
cnns,cnns,CNNS
co2dao,co2,Co2DAO
coby,coby,coby
coc,coc,COC
